user_id,recency,frequency,monetary
R07582,26,18,257.43
R07583,34,13,180.18
R07584,26,29,487.12
R07585,44,18,304.27
R07586,30,18,303.64
R07587,29,26,416.15
R07588,54,24,375.25
R07589,36,18,272.93
R07590,35,26,425.86
R07591,58,16,226.93
R07592,38,22,356.24
R07593,49,24,377.88
R07594,41,15,198.78
R07595,29,18,270.14
R07596,39,17,246.35
R07597,47,18,259.99
R07598,39,20,285.24
R07599,44,18,240.17000000000002
R07600,30,19,308.69
R07601,41,20,313.46999999999997
R07602,23,21,312.6
R07603,24,19,319.8
R07604,26,16,252.91
R07605,40,20,361.54
R07606,33,25,424.91
R07607,45,29,467.57
R07608,26,23,342.85
R07609,30,16,244.88
R07610,36,21,375.73
R07611,30,24,401.63
R07612,46,28,447.45
R07613,39,21,311.73
R07614,29,18,235.51999999999998
R07615,43,25,352.58
R07616,36,19,286.46
R07617,29,19,250.6
R07618,35,25,375.81
R07619,30,17,250.22
R07620,53,23,413.84
R07621,56,18,274.55
R07622,45,18,270.9
R07623,100,21,329.4
R07624,27,18,237.57
R07625,32,19,295.07
R07626,29,23,328.43
R07627,24,25,401.71
R07628,25,16,254.21
R07629,32,22,384.55
R07630,47,20,284.31
R07631,26,22,357.46
R07632,55,21,340.84
R07633,30,8,109.04
R07634,32,21,285.98
R07635,26,21,341.73
R07636,84,21,312.26
R07637,32,18,262.79
R07638,28,19,322.95
R07639,25,19,252.77
R07640,61,28,483.31
R07641,30,17,254.32
R07642,45,21,291.4
R07643,54,21,400.4
R07644,31,24,383.01
R07645,23,26,419.8
R07646,35,28,389.59000000000003
R07647,25,19,318.2
R07648,30,18,268.17
R07649,30,25,397.36
R07650,34,24,416.7
R07651,27,22,306.48
R07652,47,23,283.14
R07653,37,21,347.94
R07654,114,12,200.31
R07655,34,25,348.51
R07656,32,24,373.6
R07657,28,23,382.61
R07658,39,10,147.09
R07659,69,17,262.23
R07660,32,15,237.62
R07661,34,20,322.95
R07662,24,25,363.7
R07663,24,22,401.26
R07664,59,19,309.65
R07665,30,17,260.77
R07666,27,29,478.37
R07667,41,15,242.21
R07668,30,17,222.07
R07669,42,21,325.6
R07670,26,22,384.7
R07671,57,22,365.04
R07672,27,21,357.46
R07673,41,27,404.53
R07674,24,13,199.38
R07675,64,15,259.91
R07676,31,18,246.78
R07677,100,18,284.53
R07678,55,24,405.90999999999997
R07679,31,12,202.2
R07680,94,21,350.18
R07681,44,21,325.3
R07682,25,17,324.78000000000003
R07683,75,16,242.41
R07684,49,17,292.66
R07685,23,23,355.99
R07686,32,12,172.17000000000002
R07687,26,17,221.11
R07688,69,24,403.95
R07689,48,9,147.56
R07690,41,26,403.84
R07691,42,19,314.41
R07692,34,23,330.74
R07693,30,13,174.62
R07694,59,24,340.74
R07695,29,14,221.35
R07696,41,23,408.63
R07697,58,14,212.69
R07698,79,24,335.63
R07699,31,30,490.68
R07700,25,13,200.32
R07701,59,21,284.19
R07702,36,20,303.68
R07703,28,15,213.34
R07704,81,10,175.04
R07705,25,25,371.14
R07706,63,21,319.68
R07707,25,16,227.22
R07708,28,21,316.72
R07709,53,19,285.65
R07710,39,25,371.71
R07711,60,20,285.3
R07712,46,22,343.83
R07713,37,23,354.45
R07714,24,22,330.14
R07715,77,17,322.33
R07716,25,17,273.41
R07717,66,12,176.93
R07718,36,17,278.84
R07719,42,21,300.27
R07720,38,16,240.34
R07721,31,20,322.78000000000003
R07722,40,20,321.71
R07723,29,23,326.67
R07724,43,20,361.58
R07725,29,12,173.17
R07726,43,17,219.1
R07727,28,22,329.90000000000003
R07728,57,20,303.62
R07729,29,21,387.43
R07730,24,27,416.81
R07731,40,16,240.04
R07732,24,27,451.63
R07733,23,27,466.48
R07734,52,16,253.51999999999998
R07735,32,23,313.83
R07736,27,14,217.18
R07737,54,21,334.78
R07738,33,25,352.65999999999997
R07739,26,24,363.78
R07740,47,18,258.96
R07741,40,23,355.14
R07742,57,18,305.79
R07743,42,10,158.54
R07744,34,16,208.5
R07745,31,24,376.7
R07746,38,18,299.84
R07747,35,18,305.35
R07748,31,25,364.99
R07749,57,25,378.64
R07750,46,23,336.38
R07751,45,19,300.07
R07752,29,14,231.78
R07753,39,27,394.09
R07754,23,23,348.07
R07755,44,18,262.99
R07756,35,14,273.11
R07757,32,19,288.06
R07758,28,14,229.49
R07759,25,24,336.61
R07760,34,16,242.84
R07761,36,23,355.38
R07762,41,21,307.79
R07763,23,17,257.62
R07764,37,23,315.21
R07765,119,18,263.34000000000003
R07766,30,20,279.65
R07767,23,22,315.7
R07768,71,20,361.1
R07769,25,20,322.5
R07770,39,19,330.51
R07771,54,23,393.99
R07772,55,20,303.76
R07773,93,14,205.37
R07774,36,19,354.57
R07775,38,23,292.39
R07776,25,13,186.34
R07777,46,12,183.36
R07778,30,26,462.96
R07779,24,21,313.98
R07780,31,22,339.69
R07781,59,24,387.15999999999997
R07782,25,23,341.97
R07783,25,23,372.1
R07784,41,14,197.41
R07785,54,15,220.53
R07786,43,16,288.2
R07787,46,18,238.04
R07788,101,15,247.76
R07789,38,14,208.95000000000002
R07790,33,17,271.59
R07791,34,17,246.15
R07792,29,23,369.87
R07793,28,23,345.77
R07794,51,17,235.92000000000002
R07795,52,13,188.58
R07796,77,23,349.57
R07797,32,18,304.33
R07798,25,23,325.65999999999997
R07799,79,15,213.37
R07800,39,23,389.08
R07801,53,23,294.29
R07802,34,18,316.97
R07803,24,23,356.18
R07804,26,19,289.65
R07805,32,24,403.25
R07806,35,17,254.35
R07807,32,27,387.22
R07808,44,20,295.53000000000003
R07809,34,19,300.81
R07810,59,20,323.75
R07811,75,12,185.92000000000002
R07812,29,14,217.59
R07813,84,24,333.08
R07814,62,22,324.08
R07815,26,19,284.84
R07816,24,33,503.87
R07817,25,24,352.11
R07818,28,28,427.4
R07819,24,22,352.52
R07820,61,16,287.61
R07821,61,24,360.24
R07822,39,23,377.34000000000003
R07823,53,23,322.89
R07824,34,16,259.11
R07825,65,21,306.09000000000003
R07826,69,21,335.61
R07827,38,17,276.87
R07828,61,16,251.77
R07829,32,20,306.68
R07830,24,29,449.4
R07831,25,19,323.96
R07832,72,22,302.12
R07833,40,16,199.83
R07834,54,23,346.07
R07835,35,17,270.68
R07836,25,15,240.6
R07837,26,22,307.3
R07838,38,13,181.18
R07839,40,19,303.18
R07840,47,14,208.47
R07841,48,20,346.81
R07842,25,21,292.84
R07843,32,16,228.03
R07844,45,18,270.28000000000003
R07845,37,19,295.1
R07846,29,25,372.58
R07847,47,20,309.94
R07848,56,16,237.61
R07849,135,12,176.73000000000002
R07850,26,26,353.65
R07851,53,21,325.09
R07852,24,18,278.59
R07853,38,22,318.15999999999997
R07854,33,21,357.34000000000003
R07855,29,26,373.7
R07856,92,11,146.38
R07857,35,16,240.91
R07858,40,17,232.54
R07859,26,25,385.68
R07860,27,17,293.52
R07861,34,18,287.91
R07862,40,17,261.67
R07863,34,12,217.77
R07864,24,16,290.45
R07865,42,20,353.32
R07866,28,30,531.07
R07867,45,25,430.79
R07868,45,14,230.26999999999998
R07869,24,16,239.25
R07870,27,16,221.41
R07871,33,28,506.87
R07872,23,25,388.83
R07873,56,24,369.26
R07874,65,22,349.64
R07875,58,17,249.53
R07876,23,24,395.32
R07877,56,13,172.44
R07878,63,18,270.92
R07879,23,15,206.45999999999998
R07880,36,24,313.18
R07881,50,19,283.34
R07882,35,15,220.29999999999998
R07883,49,17,308.29
R07884,24,25,394.01
R07885,40,33,477.11
R07886,34,20,286.47
R07887,48,13,195.38
R07888,51,20,289.96
R07889,58,19,311.47
R07890,62,21,333.31
R07891,33,10,176.53
R07892,28,22,361.48
R07893,34,22,276.55
R07894,23,24,334.36
R07895,38,24,348.91
R07896,30,22,355.35
R07897,30,24,369.83
R07898,30,26,370.77
R07899,33,17,278.42
R07900,31,26,415.01
R07901,33,17,291.96
R07902,28,20,299.49
R07903,47,15,214.3
R07904,53,20,315.76
R07905,33,19,281.29
R07906,24,18,317.62
R07907,27,18,267.3
R07908,37,19,336.75
R07909,37,21,305.83
R07910,28,22,353.35
R07911,100,13,199.07
R07912,35,11,198.53
R07913,68,19,272.14
R07914,23,22,338.52
R07915,35,29,431.23
R07916,25,15,242.87
R07917,72,15,281.58
R07918,50,20,293.89
R07919,54,22,300.53
R07920,68,16,272.73
R07921,38,22,373.48
R07922,28,13,170.4
R07923,51,31,429.24
R07924,24,16,265.95
R07925,59,14,216.65
R07926,51,21,312.5
R07927,32,23,320.63
R07928,27,20,319.49
R07929,99,17,298.8
R07930,32,30,438.98
R07931,48,15,219.94
R07932,44,14,231.23
R07933,25,17,227.05
R07934,26,22,310.49
R07935,26,15,259.21
R07936,24,24,432.59
R07937,133,14,217.82
R07938,47,19,285.86
R07939,23,28,435.42
R07940,23,22,293.01
R07941,24,23,353.68
R07942,30,18,266.21
R07943,28,27,431.54
R07944,45,21,277.1
R07945,105,14,218.07
R07946,40,25,380.67
R07947,51,23,368.69
R07948,34,11,161.85
R07949,36,20,296.05
R07950,24,19,304.84
R07951,49,18,305.93
R07952,44,17,240.46
R07953,30,15,235.0
R07954,32,29,387.76
R07955,25,20,341.29
R07956,38,26,401.07
R07957,44,13,210.03
R07958,48,17,273.42
R07959,64,20,250.49
R07960,54,22,364.51
R07961,23,25,393.25
R07962,23,25,322.0
R07963,54,16,220.73
R07964,25,21,329.53
R07965,27,27,395.77
R07966,38,27,451.18
R07967,38,20,300.25
R07968,36,18,272.58
R07969,69,22,367.11
R07970,48,21,296.05
R07971,30,24,390.63
R07972,65,12,170.59
R07973,25,25,371.75
R07974,43,20,305.79
R07975,80,17,249.36
R07976,137,15,205.01999999999998
R07977,48,25,369.3
R07978,27,16,269.23
R07979,23,28,466.21
R07980,38,18,306.83
R07981,23,18,263.49
R07982,36,10,172.32
R07983,38,22,373.96
R07984,27,16,224.6
R07985,49,19,311.98
R07986,43,25,415.01
R07987,42,20,305.49
R07988,24,24,386.95
R07989,34,21,283.76
R07990,25,23,373.65999999999997
R07991,23,19,247.37
R07992,39,26,401.36
R07993,29,18,288.23
R07994,26,22,387.6
R07995,25,22,319.17
R07996,44,27,424.17
R07997,33,23,324.58
R07998,29,17,272.77
R07999,31,24,373.61
R08000,37,16,247.82
R08001,24,24,346.12
R08002,49,19,327.31
R08003,51,22,338.18
R08004,23,16,209.79
R08005,26,20,338.31
R08006,45,22,367.06
R08007,65,12,167.67000000000002
R08008,44,22,299.72
R08009,43,23,358.15999999999997
R08010,107,17,230.42
R08011,43,19,299.71
R08012,33,25,426.58
R08013,32,24,357.2
R08014,34,15,232.63
R08015,32,23,325.57
R08016,34,26,487.32
R08017,28,18,247.51
R08018,45,26,361.68
R08019,34,23,366.75
R08020,38,20,314.66
R08021,26,18,289.98
R08022,67,16,257.32
R08023,51,22,333.33
R08024,38,22,313.54
R08025,30,18,245.54999999999998
R08026,26,22,435.15
R08027,34,18,278.22
R08028,34,17,326.81
R08029,32,28,446.17
R08030,24,18,283.81
R08031,44,22,345.51
R08032,52,14,199.37
R08033,48,21,313.74
R08034,32,20,286.49
R08035,56,25,414.72
R08036,71,20,288.67
R08037,32,19,319.17
R08038,53,21,362.19
R08039,28,17,232.9
R08040,31,20,279.21
R08041,49,17,288.07
R08042,55,13,164.86
R08043,22,24,357.93
R08044,32,17,259.3
R08045,23,18,280.34000000000003
R08046,27,22,307.92
R08047,56,24,418.27
R08048,33,15,211.71
R08049,28,24,384.27
R08050,36,27,411.73
R08051,27,26,394.88
R08052,44,20,287.59
R08053,44,21,365.91
R08054,54,31,482.15
R08055,54,16,249.72
R08056,25,19,284.75
R08057,54,15,231.57
R08058,23,23,317.71
R08059,27,24,329.85
R08060,29,13,147.91
R08061,29,17,245.86
R08062,53,20,329.11
R08063,29,19,261.84
R08064,24,22,344.42
R08065,27,14,238.6
R08066,37,24,377.65
R08067,54,26,362.05
R08068,51,19,252.97
R08069,26,28,416.64
R08070,29,21,330.58
R08071,29,25,362.0
R08072,30,23,362.31
R08073,48,19,260.13
R08074,47,23,312.9
R08075,29,18,273.15
R08076,41,14,219.98000000000002
R08077,34,14,222.02
R08078,32,11,175.17
R08079,33,18,288.72
R08080,32,19,287.5
R08081,25,25,358.61
R08082,122,20,328.46
R08083,25,30,487.71
R08084,39,21,349.11
R08085,33,19,303.93
R08086,65,10,131.18
R08087,24,20,288.04
R08088,45,22,350.34000000000003
R08089,44,24,385.03999999999996
R08090,46,21,352.9
R08091,35,17,264.46
R08092,67,16,255.76
R08093,28,20,295.65999999999997
R08094,48,19,293.04
R08095,40,15,233.67000000000002
R08096,60,12,225.23
R08097,59,26,451.02
R08098,52,14,209.67
R08099,26,21,352.31
R08100,25,16,226.27
R08101,35,22,285.76
R08102,70,25,335.5
R08103,32,21,311.66
R08104,46,16,241.8
R08105,59,18,282.25
R08106,53,15,216.35
R08107,53,15,269.18
R08108,60,14,212.60999999999999
R08109,64,18,301.93
R08110,26,21,317.67
R08111,25,19,278.4
R08112,32,22,350.8
R08113,44,18,273.03
R08114,62,25,367.64
R08115,24,26,367.04
R08116,65,25,333.2
R08117,37,12,203.57
R08118,40,23,319.11
R08119,29,26,373.04
R08120,34,26,430.22
R08121,27,20,318.58
R08122,63,20,282.33
R08123,25,19,302.58
R08124,24,11,173.16
R08125,71,14,222.39000000000001
R08126,35,20,328.51
R08127,29,19,264.43
R08128,41,17,239.13
R08129,45,24,378.98
R08130,35,22,359.35
R08131,28,30,460.76
R08132,32,15,230.81
R08133,24,27,440.04
R08134,53,12,177.85
R08135,38,25,368.88
R08136,42,24,340.92
R08137,78,12,184.69
R08138,33,20,289.05
R08139,34,18,257.69
R08140,77,16,226.85999999999999
R08141,29,19,276.98
R08142,33,17,343.40999999999997
R08143,27,18,279.36
R08144,38,15,234.51
R08145,50,20,279.03
R08146,76,13,199.64
R08147,23,14,206.88
R08148,42,14,183.23
R08149,37,16,230.7
R08150,40,8,144.66
R08151,87,17,256.68
R08152,27,42,663.91
R08153,41,17,292.36
R08154,59,16,246.15
R08155,40,28,361.35
R08156,27,15,245.73
R08157,29,19,294.06
R08158,25,18,283.63
R08159,38,18,300.37
R08160,49,19,289.15
R08161,45,21,306.33
R08162,27,21,335.05
R08163,41,24,396.34000000000003
R08164,24,14,216.29
R08165,37,31,443.08
R08166,34,22,322.48
R08167,26,34,521.87
R08168,35,17,241.27
R08169,26,20,291.81
R08170,53,18,263.49
R08171,45,18,281.31
R08172,53,18,310.04
R08173,53,16,228.21
R08174,33,19,339.0
R08175,30,14,227.22
R08176,34,20,296.66
R08177,86,13,219.51
R08178,39,18,260.11
R08179,63,7,86.28999999999999
R08180,31,23,339.31
R08181,32,17,255.35
R08182,27,14,233.51
R08183,35,20,339.90999999999997
R08184,25,27,377.03
R08185,24,25,385.03
R08186,28,25,397.4
R08187,41,26,407.96
R08188,49,20,301.58
R08189,32,16,222.83
R08190,28,23,371.48
R08191,25,27,373.74
R08192,31,12,171.16
R08193,27,22,336.44
R08194,38,23,362.36
R08195,34,24,377.1
R08196,23,15,235.12
R08197,26,24,332.88
R08198,48,21,333.37
R08199,27,24,368.11
R08200,29,24,371.14
R08201,25,15,256.15
R08202,27,19,316.37
R08203,34,19,257.07
R08204,26,25,429.65
R08205,30,21,279.31
R08206,30,22,317.76
R08207,99,11,147.25
R08208,48,17,260.22
R08209,23,17,274.93
R08210,63,21,319.65999999999997
R08211,28,24,379.64
R08212,47,13,181.05
R08213,59,22,293.71
R08214,39,15,208.14
R08215,28,21,310.11
R08216,53,16,225.71
R08217,32,13,197.08
R08218,29,20,330.75
R08219,48,22,352.96
R08220,41,29,435.59
R08221,55,21,336.58
R08222,42,25,425.58
R08223,64,16,245.63
R08224,40,26,349.03
R08225,32,30,492.9
R08226,43,17,285.45
R08227,35,17,234.32
R08228,30,14,197.57
R08229,28,15,219.74
R08230,31,24,324.54
R08231,34,16,233.0
R08232,69,18,268.35
R08233,38,28,410.42
R08234,30,20,267.51
R08235,28,25,392.2
R08236,27,25,384.33
R08237,30,23,379.67
R08238,24,20,305.28
R08239,39,21,284.42
R08240,42,10,174.26
R08241,26,19,277.98
R08242,29,22,327.11
R08243,26,33,503.89
R08244,39,17,254.68
R08245,31,28,438.58
R08246,44,31,488.81
R08247,31,17,252.37
R08248,23,21,382.86
R08249,39,25,392.37
R08250,66,18,274.48
R08251,85,13,240.2
R08252,39,17,297.83
R08253,50,22,320.5
R08254,28,21,384.38
R08255,24,15,260.35
R08256,31,21,367.79
R08257,23,17,272.01
R08258,32,22,311.56
R08259,36,19,310.42
R08260,143,16,263.05
R08261,43,20,323.82
R08262,25,21,304.27
R08263,169,15,266.33
R08264,27,22,347.01
R08265,68,15,216.75
R08266,23,20,313.74
R08267,118,13,170.12
R08268,59,23,316.18
R08269,45,13,200.38
R08270,32,24,386.46
R08271,37,16,255.11
R08272,33,23,290.58
R08273,36,23,349.59000000000003
R08274,32,22,344.46
R08275,27,23,371.36
R08276,25,18,263.46
R08277,48,25,341.41
R08278,43,19,301.72
R08279,37,19,315.02
R08280,34,17,269.14
R08281,39,15,244.34
R08282,25,14,194.11
R08283,50,24,371.38
R08284,24,18,275.76
R08285,46,20,282.6
R08286,53,17,306.06
R08287,64,19,271.83
R08288,36,16,243.94
R08289,49,17,239.79
R08290,31,30,550.39
R08291,24,18,315.36
R08292,23,23,298.06
R08293,27,21,327.59000000000003
R08294,79,17,313.65
R08295,34,27,470.03000000000003
R08296,26,33,606.83
R08297,33,19,275.8
R08298,77,14,213.21
R08299,32,17,261.4
R08300,35,18,297.29
R08301,123,26,394.04
R08302,23,24,392.86
R08303,38,24,309.72
R08304,64,18,265.36
R08305,32,26,373.62
R08306,90,14,207.54
R08307,41,20,307.45
R08308,61,29,415.09
R08309,31,22,367.36
R08310,50,14,220.06
R08311,38,22,365.81
R08312,29,21,295.61
R08313,24,19,299.3
R08314,41,20,297.91
R08315,37,27,409.75
R08316,27,24,363.77
R08317,44,23,333.87
R08318,29,20,286.96
R08319,45,17,273.43
R08320,55,18,274.04
R08321,24,20,298.1
R08322,24,26,401.79
R08323,30,24,398.79
R08324,75,18,266.9
R08325,31,16,290.12
R08326,30,22,345.82
R08327,43,14,210.85
R08328,27,24,385.6
R08329,65,21,339.44
R08330,27,21,319.07
R08331,38,32,444.39
R08332,25,28,418.8
R08333,75,12,175.81
R08334,29,21,305.68
R08335,26,27,423.64
R08336,24,23,328.55
R08337,41,19,291.71
R08338,60,13,182.56
R08339,30,26,392.99
R08340,63,22,333.32
R08341,57,22,348.81
R08342,30,20,274.68
R08343,33,20,313.11
R08344,43,17,231.29
R08345,31,17,259.83
R08346,35,21,348.31
R08347,33,17,238.73
R08348,29,25,386.96999999999997
R08349,72,14,197.6
R08350,24,18,294.46999999999997
R08351,33,24,346.34
R08352,73,16,214.04
R08353,47,17,257.76
R08354,44,17,264.84
R08355,31,21,354.07
R08356,54,18,281.27
R08357,32,23,397.02
R08358,25,15,212.81
R08359,29,27,371.62
R08360,38,24,334.99
R08361,75,11,180.21
R08362,34,25,369.11
R08363,24,16,273.40000000000003
R08364,23,20,312.98
R08365,45,25,393.66
R08366,32,25,380.65
R08367,42,19,306.37
R08368,54,18,242.29
R08369,63,15,217.91
R08370,39,16,233.23
R08371,52,20,337.48
R08372,33,15,249.44
R08373,28,18,265.98
R08374,54,18,311.37
R08375,52,22,309.17
R08376,37,16,239.77
R08377,46,26,473.85
R08378,27,21,351.88
R08379,46,22,351.52
R08380,30,24,376.05
R08381,31,13,239.17
R08382,27,25,406.21
R08383,27,27,404.09
R08384,25,32,499.94
R08385,33,18,245.87
R08386,36,23,375.3
R08387,24,22,335.59999999999997
R08388,44,21,338.85
R08389,26,18,303.33
R08390,63,15,246.97
R08391,25,20,303.05
R08392,28,16,208.97
R08393,54,18,239.37
R08394,46,28,427.42
R08395,27,22,437.54
R08396,27,20,333.75
R08397,49,13,214.24
R08398,67,14,219.43
R08399,31,14,240.78
R08400,24,19,282.4
R08401,37,15,285.01
R08402,37,21,292.4
R08403,36,23,329.02
R08404,44,21,275.86
R08405,49,23,337.4
R08406,33,17,281.06
R08407,68,17,299.66
R08408,28,21,296.96
R08409,26,24,372.83
R08410,23,17,350.83
R08411,24,16,204.81
R08412,26,22,365.0
R08413,67,25,380.68
R08414,33,26,414.45
R08415,52,18,267.61
R08416,64,20,305.5
R08417,38,21,334.3
R08418,36,20,313.19
R08419,41,16,228.93
R08420,25,16,232.05
R08421,24,21,299.43
R08422,24,23,314.71999999999997
R08423,27,15,201.46
R08424,23,22,308.2
R08425,49,19,270.61
R08426,34,21,282.69
R08427,23,19,254.46
R08428,49,20,316.44
R08429,66,16,234.33
R08430,34,19,249.16
R08431,33,24,389.47
R08432,39,16,239.56
R08433,34,21,325.87
R08434,37,26,364.28000000000003
R08435,36,26,431.22
R08436,27,19,288.6
R08437,25,20,250.58
R08438,31,24,372.82
R08439,37,24,374.39
R08440,49,18,294.11
R08441,39,24,376.27
R08442,26,26,414.91
R08443,83,18,269.61
R08444,42,21,320.58
R08445,34,27,448.63
R08446,25,18,304.36
R08447,45,24,356.28
R08448,34,24,406.99
R08449,34,13,192.63
R08450,60,19,254.52
R08451,53,11,139.24
R08452,34,20,302.71
R08453,36,17,216.36
R08454,39,24,399.75
R08455,51,19,276.19
R08456,28,23,315.39
R08457,25,20,310.22
R08458,34,18,284.38
R08459,41,20,358.99
R08460,55,20,334.47
R08461,27,26,391.61
R08462,42,18,249.01
R08463,29,25,345.25
R08464,39,23,339.74
R08465,34,15,239.46
R08466,27,17,244.46
R08467,40,26,400.76
R08468,27,13,188.57
R08469,67,15,200.19
R08470,54,16,274.32
R08471,51,22,314.05
R08472,24,19,290.92
R08473,53,20,319.18
R08474,24,26,364.11
R08475,53,36,550.46
R08476,34,20,295.04
R08477,24,16,250.38
R08478,44,19,312.55
R08479,61,19,247.71
R08480,80,15,188.92
R08481,45,16,284.09999999999997
R08482,44,18,241.14
R08483,54,19,302.44
R08484,41,16,275.13
R08485,50,15,191.99
R08486,35,14,186.49
R08487,85,15,242.07
R08488,33,21,371.19
R08489,28,22,303.39
R08490,46,18,332.83
R08491,40,25,435.57
R08492,48,21,305.69
R08493,78,14,248.72
R08494,34,11,171.51
R08495,40,22,332.83
R08496,30,22,326.44
R08497,39,15,286.82
R08498,65,18,255.6
R08499,42,19,286.49
R08500,23,19,292.43
R08501,29,14,176.98
R08502,36,21,336.71
R08503,25,20,285.95
R08504,40,15,245.92
R08505,43,17,247.52
R08506,23,22,300.8
R08507,23,19,328.41
R08508,27,21,297.61
R08509,24,14,214.18
R08510,64,16,223.8
R08511,30,22,292.12
R08512,62,13,197.63
R08513,52,21,259.40999999999997
R08514,34,21,344.35
R08515,62,16,233.34
R08516,25,19,290.84
R08517,23,27,454.81
R08518,26,19,259.47
R08519,39,19,355.81
R08520,23,23,339.11
R08521,69,21,297.31
R08522,28,27,440.3
R08523,39,18,237.45
R08524,30,24,327.28
R08525,45,28,384.83
R08526,36,20,272.05
R08527,39,20,316.28999999999996
R08528,35,22,281.53
R08529,29,22,287.35
R08530,61,15,244.76
R08531,26,21,298.1
R08532,26,11,131.3
R08533,47,16,269.51
R08534,36,24,346.96000000000004
R08535,29,21,281.78000000000003
R08536,58,17,244.35
R08537,40,20,280.02
R08538,27,20,333.91
R08539,34,17,287.49
R08540,41,22,322.42
R08541,24,13,173.9
R08542,54,33,533.49
R08543,41,17,220.04
R08544,57,25,443.36
R08545,38,18,243.89
R08546,63,15,217.09
R08547,44,22,383.43
R08548,58,15,194.59
R08549,34,20,297.48
R08550,70,23,361.5
R08551,39,31,443.53
R08552,41,12,157.66
R08553,47,27,388.88
R08554,50,23,304.94
R08555,55,14,228.15
R08556,24,18,275.89
R08557,71,14,260.26
R08558,53,20,334.72
R08559,28,14,199.88
R08560,26,22,338.46999999999997
R08561,25,24,385.7
R08562,23,26,414.19
R08563,51,16,250.0
R08564,25,14,264.17
R08565,45,14,245.84
R08566,60,20,303.39
R08567,24,21,346.36
R08568,50,20,375.36
R08569,40,20,259.33
R08570,36,23,313.29
R08571,26,17,321.68
R08572,40,21,305.08
R08573,28,21,328.35
R08574,24,23,353.05
R08575,31,23,341.45
R08576,39,18,241.75
R08577,24,22,312.37
R08578,30,22,333.7
R08579,29,13,190.73
R08580,46,13,195.14
R08581,26,22,294.58
R08582,56,22,385.42
R08583,39,14,242.92000000000002
R08584,57,17,237.31
R08585,45,23,370.84
R08586,28,17,258.1
R08587,54,17,234.26
R08588,52,19,299.12
R08589,46,21,372.15
R08590,38,15,229.64000000000001
R08591,57,19,286.98
R08592,24,20,304.19
R08593,49,21,307.61
R08594,48,16,196.97
R08595,27,19,275.46
R08596,35,19,324.48
R08597,25,15,232.28
R08598,42,21,292.21
R08599,23,18,290.74
R08600,63,18,241.28
R08601,24,31,465.38
R08602,117,13,171.55
R08603,26,26,422.53000000000003
R08604,46,16,256.89
R08605,44,18,262.03
R08606,30,19,284.63
R08607,25,25,402.04
R08608,29,18,237.39
R08609,28,18,277.81
R08610,34,20,310.18
R08611,32,19,292.7
R08612,61,23,351.75
R08613,33,22,325.12
R08614,25,20,323.71
R08615,61,21,335.94
R08616,31,27,396.71000000000004
R08617,51,24,363.8
R08618,24,18,267.46999999999997
R08619,31,24,368.68
R08620,26,14,222.59
R08621,35,22,316.12
R08622,28,21,308.59000000000003
R08623,67,20,283.99
R08624,24,27,403.0
R08625,42,17,241.18
R08626,58,17,249.61
R08627,78,12,171.85
R08628,48,16,217.81
R08629,39,24,408.87
R08630,46,19,296.2
R08631,27,22,277.49
R08632,40,24,383.69
R08633,25,31,441.12
R08634,26,24,380.41
R08635,69,17,229.53
R08636,29,15,198.86
R08637,28,23,352.38
R08638,35,22,375.65
R08639,24,27,370.45
R08640,56,21,290.83
R08641,44,16,248.0
R08642,66,13,228.51
R08643,30,25,339.17
R08644,27,21,327.34
R08645,29,22,362.38
R08646,36,21,275.85
R08647,48,15,215.57
R08648,67,15,208.20999999999998
R08649,73,26,373.45
R08650,36,27,452.21999999999997
R08651,38,21,302.13
R08652,52,17,307.56
R08653,27,16,267.15999999999997
R08654,23,24,359.62
R08655,27,20,305.89
R08656,50,22,342.11
R08657,54,16,255.34
R08658,24,25,483.75
R08659,51,27,382.88
R08660,29,24,422.94
R08661,37,22,354.86
R08662,29,22,331.28000000000003
R08663,28,21,334.92
R08664,79,13,202.15
R08665,64,15,227.63
R08666,46,21,299.61
R08667,31,24,414.52
R08668,42,22,328.16
R08669,45,17,308.09
R08670,38,18,231.85999999999999
R08671,35,17,228.91
R08672,27,25,329.17
R08673,32,15,247.31
R08674,25,25,434.27
R08675,56,28,459.34
R08676,25,21,328.05
R08677,53,16,233.98999999999998
R08678,37,20,282.67
R08679,34,18,270.37
R08680,40,21,281.96
R08681,41,21,308.77
R08682,32,23,351.69
R08683,40,20,329.21999999999997
R08684,44,16,258.2
R08685,26,25,408.38
R08686,70,18,310.64
R08687,37,14,201.76
R08688,24,20,278.23
R08689,27,19,303.29
R08690,44,24,358.72
R08691,94,17,247.64
R08692,62,22,413.93
R08693,31,17,274.31
R08694,30,21,321.37
R08695,24,28,407.78999999999996
R08696,69,14,173.84
R08697,36,21,343.21
R08698,28,16,235.15
R08699,23,14,263.86
R08700,34,11,157.89
R08701,43,21,369.45
R08702,69,19,312.26
R08703,65,21,337.93
R08704,58,25,369.61
R08705,52,22,333.15
R08706,30,18,261.0
R08707,33,12,181.38
R08708,43,15,254.41
R08709,46,17,215.83
R08710,25,22,356.23
R08711,40,18,267.71
R08712,28,14,206.3
R08713,29,15,208.72
R08714,62,10,130.71
R08715,33,20,286.98
R08716,27,21,371.28000000000003
R08717,33,29,457.34
R08718,29,17,249.54
R08719,46,24,370.82
R08720,33,12,211.53
R08721,28,18,262.83
